FBgn0031208	CR11023   	chr2L     	7529      	9484      	+         	7529      	1.35995948996221	in        	PcG1      	chr2L     	5001      	20000     
FBgn0053289	ppk5      	chr3L     	21534660  	21536861  	+         	21534660  	2.19462939727376	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0015283	Rpn10     	chr3L     	21537000  	21538582  	+         	21537000  	-0.176699855715049	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0263911	COX8      	chr3L     	21538859  	21539447  	-         	21539447  	-0.3210348481352	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0028663	VhaM9.7-b 	chr3L     	21539862  	21541215  	+         	21539862  	-0.171328168924722	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0053290	CG33290   	chr3L     	21542359  	21543012  	+         	21542359  	2.34075384937801	in        	Het24     	chr3L     	21542000  	21575000  
FBgn0037098	Wnk       	chr3L     	21543850  	21554928  	-         	21554928  	-0.0992097196758425	in        	Het24     	chr3L     	21542000  	21575000  
FBgn0037099	CG7173    	chr3L     	21555373  	21558226  	-         	21558226  	-2.02314074925576	in        	Het24     	chr3L     	21542000  	21575000  
FBgn0037102	CRIF      	chr3L     	21568059  	21568898  	-         	21568898  	0.0503900170840061	in        	Het24     	chr3L     	21542000  	21575000  
FBgn0052438	SMC5      	chr3L     	21569176  	21573523  	+         	21569176  	0.0736533124724806	in        	Het24     	chr3L     	21542000  	21575000  
FBgn0052441	EMC10     	chr3L     	21574131  	21575874  	+         	21574131  	-0.250542960861702	in        	Het24     	chr3L     	21542000  	21575000  
FBgn0261953	TfAP-2    	chr3L     	21586828  	21613349  	+         	21586828  	-0.220774029222573	in        	PcG125    	chr3L     	21575000  	21614000  
FBgn0037105	S1P       	chr3L     	21613797  	21617376  	-         	21617376  	-0.0128990327326907	in        	Active373 	chr3L     	21614000  	21639000  
FBgn0037106	CG11307   	chr3L     	21617623  	21619873  	+         	21617623  	0.033863612213898	in        	Active373 	chr3L     	21614000  	21639000  
FBgn0037107	CG7166    	chr3L     	21620000  	21625647  	-         	21625647  	2.66267711497049	in        	Active373 	chr3L     	21614000  	21639000  
FBgn0037108	Alg11     	chr3L     	21625806  	21628571  	+         	21625806  	0.0886915292275096	in        	Active373 	chr3L     	21614000  	21639000  
FBgn0037109	MED1      	chr3L     	21628325  	21634446  	-         	21634446  	-0.119216722444449	in        	Active373 	chr3L     	21614000  	21639000  
FBgn0037110	ORMDL     	chr3L     	21635305  	21636251  	+         	21635305  	0.0407252569432065	in        	Active373 	chr3L     	21614000  	21639000  
FBgn0043783	CG32444   	chr3L     	21636947  	21639060  	+         	21636947  	0.261999519776611	in        	Active373 	chr3L     	21614000  	21639000  
FBgn0052445	CG32445   	chr3L     	21639359  	21640710  	+         	21639359  	0.710061666410905	359out    	Active373 	chr3L     	21614000  	21639000  
FBgn0052446	Atox1     	chr3L     	21640995  	21642599  	+         	21640995  	-0.377655969737918	1995out   	Active373 	chr3L     	21614000  	21639000  
FBgn0264711	CG43980   	chr3L     	21644958  	21666306  	+         	21644958  	-0.262148398202965	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0037114	Cpr78E    	chr3L     	21666452  	21666980  	-         	21666980  	-1.03213748646566	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0264708	lncRNA:CR43977	chr3L     	21667424  	21668057  	+         	21667424  	0.887110803221921	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0037115	CG11249   	chr3L     	21672139  	21674518  	+         	21672139  	1.59999258648163	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0037116	Als2      	chr3L     	21674394  	21679755  	-         	21679755  	0.0374596375374959	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0264710	asRNA:CR43979	chr3L     	21678002  	21679713  	+         	21678002  	-1.1947161507574	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0037117	CG11248   	chr3L     	21680050  	21683231  	+         	21680050  	-0.0766439909097141	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0261059	Sfp78E    	chr3L     	21683098  	21684042  	-         	21684042  	-0.296136086283859	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0264709	lncRNA:CR43978	chr3L     	21684000  	21684951  	+         	21684000  	2.14436715632387	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0052447	CG32447   	chr3L     	21690612  	21706365  	-         	21706365  	-0.5705715342093	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0037120	CG11247   	chr3L     	21724326  	21728806  	-         	21728806  	0.244515153730746	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0037121	Rpb8      	chr3L     	21728932  	21729694  	+         	21728932  	-0.201566552302151	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0037123	CG14569   	chr3L     	21730725  	21731550  	-         	21731550  	1.44155958478478	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0037126	CG14567   	chr3L     	21737706  	21738430  	-         	21738430  	1.2366797532373	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0037127	CG14566   	chr3L     	21739479  	21740309  	-         	21740309  	-0.315883796733782	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0037128	CG14572   	chr3L     	21741534  	21742441  	+         	21741534  	-1.14844086525926	in        	Active374 	chr3L     	21644000  	21749000  
FBgn0037130	Syn1      	chr3L     	21745359  	21770534  	-         	21770534  	1.74032810769671	in        	PcG126    	chr3L     	21751000  	21821000  
FBgn0000560	eg        	chr3L     	21808703  	21817600  	+         	21808703  	0.464017196310181	in        	PcG126    	chr3L     	21751000  	21821000  
FBgn0022936	CycH      	chr3L     	21821997  	21823309  	+         	21821997  	0.0479304725530796	997out    	PcG126    	chr3L     	21751000  	21821000  
FBgn0037134	CG7407    	chr3L     	21823461  	21824571  	+         	21823461  	0.271795279705584	2461out   	PcG126    	chr3L     	21751000  	21821000  
FBgn0037135	CG7414    	chr3L     	21824740  	21827856  	+         	21824740  	0.0414547361789658	3740out   	PcG126    	chr3L     	21751000  	21821000  
FBgn0052448	CG32448   	chr3L     	21827774  	21828480  	-         	21828480  	-0.398384916961821	7480out   	NA        	NA        	NA        	NA        
FBgn0046301	CG7148    	chr3L     	21830544  	21832253  	-         	21832253  	-0.121077201619465	10747out  	NA        	NA        	NA        	NA        
FBgn0037137	Nopp140   	chr3L     	21832774  	21836685  	+         	21832774  	-0.222537469791272	10226out  	NA        	NA        	NA        	NA        
FBgn0037138	P5CDh1    	chr3L     	21836665  	21841356  	-         	21841356  	-0.148007421398685	1644out   	Null455   	chr3L     	21843000  	21872000  
FBgn0262737	mub       	chr3L     	21844788  	21932702  	+         	21844788  	-0.245496462930232	in        	Null455   	chr3L     	21843000  	21872000  
FBgn0037140	SLC22A    	chr3L     	21934704  	21938636  	+         	21934704  	-1.75915870905696	in        	Null456   	chr3L     	21872000  	21963000  
FBgn0037141	PolH      	chr3L     	21938634  	21941812  	-         	21941812  	0.32437468666266	in        	Null456   	chr3L     	21872000  	21963000  
FBgn0037142	CG14562   	chr3L     	21942221  	21949866  	+         	21942221  	0.00913327103676326	in        	Null456   	chr3L     	21872000  	21963000  
FBgn0037143	CR7448    	chr3L     	21949825  	21951550  	+         	21949825  	3.19077106733042	in        	Null456   	chr3L     	21872000  	21963000  
FBgn0037144	CG7458    	chr3L     	21955110  	21958041  	+         	21955110  	1.05840180102014	in        	Null456   	chr3L     	21872000  	21963000  
FBgn0037146	P5CS      	chr3L     	21972002  	21984606  	+         	21972002  	-2.04692179010253	in        	Null457   	chr3L     	21963000  	22055000  
FBgn0000045	Act79B    	chr3L     	21985210  	21987190  	+         	21985210  	-3.50515013784434	in        	Null457   	chr3L     	21963000  	22055000  
FBgn0037149	CG14561   	chr3L     	22065907  	22067216  	+         	22065907  	-0.0199882674246727	in        	Active375 	chr3L     	22055000  	22083000  
FBgn0027532	CG7139    	chr3L     	22067270  	22071848  	-         	22071848  	0.00902052693358635	in        	Active375 	chr3L     	22055000  	22083000  
FBgn0264727	lncRNA:CR43995	chr3L     	22072369  	22072620  	+         	22072369  	-0.216318763394509	in        	Active375 	chr3L     	22055000  	22083000  
FBgn0037150	CG7133    	chr3L     	22073068  	22074523  	-         	22074523  	-0.163460678220352	in        	Active375 	chr3L     	22055000  	22083000  
FBgn0037151	CG7130    	chr3L     	22075056  	22075756  	-         	22075756  	0.718617451166848	in        	Active375 	chr3L     	22055000  	22083000  
FBgn0000100	RpLP0     	chr3L     	22075867  	22077487  	+         	22075867  	-0.0670996035190538	in        	Active375 	chr3L     	22055000  	22083000  
FBgn0037153	olf413    	chr3L     	22136090  	22247702  	+         	22136090  	-0.0326831336156447	53090out  	NA        	NA        	NA        	NA        
FBgn0028500	Rich      	chr3L     	22257749  	22262921  	-         	22262921  	-0.118393920603114	in        	Null458   	chr3L     	22256000  	22310000  
FBgn0015075	Ddx1      	chr3L     	22263369  	22266017  	+         	22263369  	-0.198677939098521	in        	Null458   	chr3L     	22256000  	22310000  
FBgn0037156	CG11523   	chr3L     	22265806  	22266679  	-         	22266679  	-0.182852487979096	in        	Null458   	chr3L     	22256000  	22310000  
FBgn0004179	Csp       	chr3L     	22267382  	22273745  	+         	22267382  	-0.157639250842897	in        	Null458   	chr3L     	22256000  	22310000  
FBgn0286037	sisRNA:3  	chr3L     	22269932  	22270220  	+         	22269932  	-0.180937349802612	in        	Null458   	chr3L     	22256000  	22310000  
FBgn0025702	Srpk79D   	chr3L     	22273985  	22284335  	+         	22273985  	1.73995480935695	in        	Null458   	chr3L     	22256000  	22310000  
FBgn0011771	Hem       	chr3L     	22284354  	22288195  	-         	22288195  	-0.0553151758354728	in        	Null458   	chr3L     	22256000  	22310000  
FBgn0027086	IleRS     	chr3L     	22288665  	22292810  	+         	22288665  	-0.133761523269664	in        	Null458   	chr3L     	22256000  	22310000  
FBgn0004449	Ten-m     	chr3L     	22293044  	22407863  	-         	22407863  	-0.00851466596844453	in        	Null459   	chr3L     	22317000  	22553000  
FBgn0052450	CG32450   	chr3L     	22329778  	22330657  	+         	22329778  	1.22842927464407	in        	Null459   	chr3L     	22317000  	22553000  
FBgn0267624	lncRNA:CR45962	chr3L     	22348168  	22407547  	-         	22407547  	0.567492471720826	in        	Null459   	chr3L     	22317000  	22553000  
FBgn0267627	lncRNA:CR45965	chr3L     	22359458  	22360868  	-         	22360868  	-0.238014247675528	in        	Null459   	chr3L     	22317000  	22553000  
FBgn0037163	laza      	chr3L     	22458816  	22461131  	-         	22461131  	-0.0457203128290246	in        	Null459   	chr3L     	22317000  	22553000  
FBgn0037164	CG11438   	chr3L     	22465619  	22468076  	+         	22465619  	-0.509564436680453	in        	Null459   	chr3L     	22317000  	22553000  
FBgn0037165	CG11437   	chr3L     	22468862  	22469853  	+         	22468862  	-0.287007835037386	in        	Null459   	chr3L     	22317000  	22553000  
FBgn0037166	CG11426   	chr3L     	22470556  	22473509  	+         	22470556  	0.723990923755003	in        	Null459   	chr3L     	22317000  	22553000  
FBgn0037174	CG14457   	chr3L     	22669956  	22680034  	+         	22669956  	1.59198356189591	in        	Null461   	chr3L     	22621000  	22675000  
FBgn0037176	CG14456   	chr3L     	22687222  	22688288  	+         	22687222  	2.65994120311519	in        	Null462   	chr3L     	22675000  	22707000  
FBgn0037181	CG11370   	chr3L     	22712155  	22713660  	+         	22712155  	-0.163296716424708	1845out   	PcG127    	chr3L     	22714000  	22744000  
FBgn0037182	ArfGAP3   	chr3L     	22714313  	22717577  	-         	22717577  	-0.0600091013736275	in        	PcG127    	chr3L     	22714000  	22744000  
FBgn0052452	CG32452   	chr3L     	22717728  	22719943  	+         	22717728  	0.132138067135076	in        	PcG127    	chr3L     	22714000  	22744000  
FBgn0016034	mael      	chr3L     	22721203  	22726234  	+         	22721203  	0.566794972186126	in        	PcG127    	chr3L     	22714000  	22744000  
FBgn0037183	CG14451   	chr3L     	22721230  	22722091  	-         	22722091  	1.44306308367287	in        	PcG127    	chr3L     	22714000  	22744000  
FBgn0037184	CG14450   	chr3L     	22726234  	22727789  	-         	22727789  	-0.047065790289103	in        	PcG127    	chr3L     	22714000  	22744000  
FBgn0037185	CG11367   	chr3L     	22728111  	22733446  	+         	22728111  	0.0755189239084762	in        	PcG127    	chr3L     	22714000  	22744000  
FBgn0260481	CG32454   	chr3L     	22729766  	22731600  	+         	22729766  	0.351102737051255	in        	PcG127    	chr3L     	22714000  	22744000  
FBgn0037186	CG11241   	chr3L     	22732013  	22738420  	-         	22738420  	1.11969701208025	in        	PcG127    	chr3L     	22714000  	22744000  
FBgn0010830	l(3)04053 	chr3L     	22738602  	22741388  	-         	22741388  	0.0141515253515917	in        	PcG127    	chr3L     	22714000  	22744000  
FBgn0266656	asRNA:CR45163	chr3L     	22738708  	22739434  	+         	22738708  	1.69446240149341	in        	PcG127    	chr3L     	22714000  	22744000  
FBgn0037188	CG7369    	chr3L     	22741793  	22748614  	+         	22741793  	-0.140377334065244	in        	PcG127    	chr3L     	22714000  	22744000  
FBgn0052451	SPoCk     	chr3L     	22749444  	22787631  	+         	22749444  	0.0753691252670756	5444out   	NA        	NA        	NA        	NA        
FBgn0267623	lncRNA:CR45961	chr3L     	22756796  	22757328  	+         	22756796  	4.81460860597013	12796out  	NA        	NA        	NA        	NA        
FBgn0027339	jim       	chr3L     	22789233  	22835194  	-         	22835194  	0.0382456566533404	in        	Active376 	chr3L     	22816000  	22863000  
FBgn0263345	asRNA:CR43426	chr3L     	22850111  	22854434  	+         	22850111  	0.20604216271888	in        	Active376 	chr3L     	22816000  	22863000  
FBgn0052459	CG32459   	chr3L     	22854583  	22856059  	-         	22856059  	1.24401256247523	in        	Active376 	chr3L     	22816000  	22863000  
FBgn0037197	CG13239   	chr3L     	22860787  	22861490  	+         	22860787  	-0.0830217683925159	in        	Active376 	chr3L     	22816000  	22863000  
FBgn0053169	CG33169   	chr3L     	22863864  	22864496  	+         	22863864  	-0.060868992797144	864out    	Active376 	chr3L     	22816000  	22863000  
FBgn0053170	CG33170   	chr3L     	22864600  	22867535  	+         	22864600  	-0.0779313050261781	1600out   	Active376 	chr3L     	22816000  	22863000  
FBgn0037199	EMC4      	chr3L     	22867175  	22868243  	-         	22868243  	-0.194267237257705	5243out   	NA        	NA        	NA        	NA        
FBgn0010348	Arf79F    	chr3L     	22868380  	22872231  	-         	22872231  	-0.0715773311641822	9231out   	NA        	NA        	NA        	NA        
