seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_SUMOnub3	WD_NOnub1	WD_NOnub2	WD_NOnub3
chr3L	12660901	12660905	5	*	2.94084680898857	2.07737956177079	3.47726776188884	-1.13703002980119	0.0907649842985519	0.098737584270722	4.24	5.48	2.94	12.59	13.55	7.27
chr3R	27222281	27222702	422	*	4.65524885497986	2.23595642357842	5.51366930011264	-1.55061751972998	0.0966644046646451	0.105036912155284	14.13	0	0	61.38	40.65	35.03
chr2R	10099757	10100080	324	*	4.94187617967834	4.58530304940801	5.22755353651609	-0.62962570135202	0.0971666578709167	0.105464035396973	26.85	15.76	29.41	44.07	34.63	33.71
chr3R	8812049	8812414	366	*	4.97282724924535	4.61715250987056	5.25792870142874	-0.61007449976181	0.0975246963438903	0.105733845867787	18.37	21.92	33.33	31.48	43.66	39.66
chr2R	6501159	6501650	492	*	5.30016058892061	4.74805027973167	5.69848713192311	-0.893770594870211	0.0984699530553425	0.10663898503527	42.4	6.85	31.37	70.82	30.11	54.86
chr3L	3060065	3060541	477	*	4.59971411463801	4.18981223663261	4.91855203867909	-0.739279430000903	0.102039507316213	0.110380922807908	22.61	9.59	22.55	23.61	30.11	37.01
chr2L	20416845	20417342	498	*	5.31578419436303	5.03722082627125	5.54916727749492	-0.508091374790848	0.102538358524474	0.11079648135866	35.33	30.83	32.35	39.34	54.2	46.93
chr4	1274201	1274461	261	*	3.92751807462827	4.48638641104867	3.0030829066111	1.13885281182649	0.104759329819276	0.113069846486504	31.09	11.65	24.51	0	7.53	16.52
chrY	974676	976046	1371	*	1.72138325074866	2.72138325074866	0	1.34808639261034	0.105874127518625	0.114145543731017	19.79	0	0	0	0	0
chr2L	18946812	18947129	318	*	5.09191867782677	4.73491032257369	5.37787481984698	-0.628753413009324	0.106407451119224	0.114592639666857	38.16	19.18	22.55	42.49	51.19	31.06
chr3L	9447047	9447230	184	*	4.19267460198081	3.52847096100338	4.64575812278439	-0.958992868291942	0.107473782405828	0.115612108913174	4.24	6.85	23.53	31.48	27.1	16.52
chr3R	19165813	19166086	274	*	4.81794932242214	4.4817591979646	5.09041401762773	-0.583970409751544	0.108338290608572	0.116412445748477	24.02	18.5	24.51	39.34	33.12	29.74
chr2L	15368709	15369040	332	*	5.2728772763125	4.88690665630027	5.57707992330323	-0.63489454266841	0.116259984064077	0.124785716228776	19.79	21.92	47.05	53.51	52.69	37.01
chr3R	5648465	5648669	205	*	4.03315768563408	3.29314178807931	4.51988981399499	-1.0760760133025	0.117347095290511	0.125812756992935	16.96	0.69	11.76	18.89	30.11	19.83
chr3L	8158974	8159156	183	*	4.1467276533711	3.59810731529969	4.54324490077009	-0.833441596684381	0.120162043549829	0.128627182942139	12.72	8.91	14.7	34.62	24.09	11.24
chr3R	8811580	8811763	184	*	3.76773028812483	2.80079440571338	4.34150085078945	-1.20761636457031	0.120238453619825	0.128627182942139	4.24	0	16.67	18.89	24.09	17.85
chr2R	16155909	16156051	143	*	4.31588572489124	3.9315063456382	4.61910127192835	-0.654210397183997	0.121754472156771	0.130104889494957	14.13	13.02	18.63	25.18	24.09	24.45
chr2L	9166907	9167075	169	*	4.22228630753858	3.62850075503821	4.64171518027159	-0.849148833547244	0.12301512698728	0.131306754331174	2.83	20.55	13.72	28.33	24.09	22.47
chr3R	21660619	21660862	244	*	4.50939317861886	4.13743384548677	4.80484311573061	-0.630508958349589	0.125208672996068	0.133500638095146	19.79	14.39	18.63	26.75	34.63	22.47
chr2R	14770543	14770634	92	*	3.1694794014307	2.28737978865412	3.7128988455425	-1.14685648580237	0.127517423943404	0.135798679517609	8.48	6.17	0	18.89	10.54	9.91
chr3R	23157455	23157766	312	*	4.67352644687964	4.17826669281652	5.04153044325812	-0.807868430080314	0.127645135612825	0.135798679517609	14.13	6.85	33.33	25.18	34.63	39
chrX	2796164	2796450	287	*	1.07375379106638	2.07375379106638	0	1.30180662897375	0.129964568352444	0.138114161747481	2.83	0	9.8	0	0	0
chr2R	17262728	17263057	330	*	4.82479085020263	4.30255937516963	5.20740939785105	-0.8153964301451	0.137914562824201	0.146248021081278	7.07	10.96	41.17	37.77	30.11	42.96
chr2R	15818087	15818191	105	*	4.15797089840265	3.74865941924948	4.47645244068092	-0.729628734785069	0.137921270398596	0.146248021081278	15.55	13.02	11.76	14.16	19.57	33.05
chrX	13996068	13996280	213	*	4.05720937319834	3.47653959562893	4.47009571152402	-0.87103530084234	0.139316383081543	0.147565379448213	2.83	10.96	19.61	14.16	22.58	29.74
chr3L	11092749	11093100	352	*	4.58457791008111	3.99527894458366	5.00177876355454	-0.85517192707193	0.140164647037199	0.148301258530049	1.41	21.92	24.51	37.77	28.61	29.74
chr3L	5115087	5115650	564	*	4.1074828052075	4.53683464794032	3.49345836131983	0.873583955182248	0.141795668794067	0.149862818440995	16.96	36.99	15.68	9.44	4.52	19.83
chr3L	11323291	11323521	231	*	4.47448847987759	4.13116600750361	4.7516115531759	-0.627291848766847	0.143809890627056	0.151825523875121	25.44	14.39	12.74	23.61	30.11	27.1
chr2R	18536894	18537035	142	*	4.3265155186025	3.90655808257158	4.65138754210915	-0.724468400918159	0.144174782745436	0.152044585297043	24.02	8.22	12.74	31.48	24.09	19.83
chr4	697787	697891	105	*	3.87840929667706	3.38833942577929	4.24355240263681	-0.741361466218032	0.147777082368293	0.155673567685683	5.65	13.02	12.74	15.74	22.58	18.51
chr2R	17457246	17457531	286	*	4.81712317935343	4.49049022784457	5.08328565378618	-0.531897757407973	0.151692900808084	0.159624555752298	18.37	29.46	19.61	36.2	33.12	32.39
chrX	22259189	22259696	508	*	0.840432753407554	0	1.84043275340755	-1.19398023795807	0.154519509543643	0.162422030706375	0	0	0	4.72	6.02	0
chr2R	12868903	12869254	352	*	4.68534445301622	4.34443923553011	4.96089299762004	-0.557934534147327	0.163816382144458	0.172007201251681	16.96	18.5	25.49	28.33	40.65	24.45
chr3R	14716491	14716786	296	*	4.43238160701424	2.93732910630052	5.15067270751537	-1.26706066833663	0.170894021918551	0.17924389269633	1.41	0	21.57	42.49	37.64	26.44
chr2R	1345310	1345467	158	*	3.87273199284927	3.42822621577372	4.21205639625715	-0.720678968549721	0.172104526562958	0.180317757765528	15.55	8.91	7.84	20.46	22.58	12.56
chr3L	18194276	18194699	424	*	5.45637312717687	5.22159250910179	5.65824003950156	-0.435458791512473	0.173671251634323	0.181762111677959	35.33	31.51	45.09	56.66	40.65	54.2
chr2L	2365045	2365234	190	*	4.39103872725521	3.98235477966679	4.70914121686901	-0.641534156886661	0.175503664990224	0.183481104307962	9.89	13.02	24.51	33.05	25.59	19.83
chr3R	8747450	8747619	170	*	4.18962925660024	3.66100252677648	4.57565185609049	-0.789137856400312	0.179402065263692	0.187353940588893	4.24	8.22	25.49	31.48	19.57	20.49
chr2L	17450501	17450766	266	*	4.87867938356624	4.51269465201951	5.17035476077981	-0.59538102004912	0.188917379355049	0.197077957296952	19.79	14.39	34.31	44.07	42.16	21.81
chr3L	21499156	21499681	526	*	4.54501762779447	4.81195967250858	4.2172081574264	0.526581296786935	0.192780963627681	0.200891489605544	33.92	21.92	28.43	15.74	19.57	20.49
chr4	56357	56425	69	*	3.66485824973713	3.16987472655151	4.03271037738047	-0.756769768881668	0.196072800747493	0.20410164388155	8.48	4.8	13.72	20.46	18.07	10.58
chr2R	1264339	1264619	281	*	4.48705654260213	4.1292058521202	4.77355185426421	-0.616334071467237	0.217411726371254	0.226070750995298	29.68	13.02	9.8	26.75	36.13	19.17
chr3R	18448298	18448726	429	*	5.16391666980223	4.86232863092217	5.41322995561229	-0.499448057399699	0.228685403546332	0.237537741748126	15.55	24.66	47.05	50.36	39.14	38.33
chr3R	13052038	13052097	60	*	4.10077917651805	3.52703016232212	4.51017707804823	-0.803914182654166	0.232526333149699	0.241267924621492	0	13.02	21.57	25.18	18.07	25.12
chr2L	9136956	9137009	54	*	3.58515312437766	3.15248266488377	3.91755846714358	-0.728766178472443	0.237387339978152	0.246047393153321	14.13	2.74	9.8	15.74	15.06	14.54
chr2R	24059781	24059862	82	*	3.95880851160913	3.53220038426559	4.2876347005965	-0.665143932375228	0.239737210756795	0.248216661941119	14.13	6.85	13.72	26.75	22.58	9.25
chr3L	22724458	22724677	220	*	4.28696391525266	3.88681645448228	4.59988365789587	-0.593248399877722	0.2404319269233	0.248669423348938	7.07	22.61	14.7	20.46	33.12	19.17
chr3R	7089811	7090353	543	*	5.77556100729049	5.46391972611767	6.03169656121033	-0.528511095036485	0.241445422607424	0.249450564961253	21.2	30.83	80.38	67.67	57.21	71.38
chr3R	4906179	4906452	274	*	4.24053358970535	3.8302730203745	4.5595879159979	-0.629182103336613	0.249913443481156	0.257923489746578	8.48	11.65	22.55	15.74	39.14	15.86
chr3L	11324638	11324884	247	*	5.06997904819904	4.81581361470357	5.28600294145186	-0.454370903938055	0.255425926154557	0.263331317679085	21.2	19.18	44.11	37.77	37.64	41.64
chrX	11199223	11199511	289	*	0.876617691744219	0	1.87661769174422	-0.840558397524541	0.255940082465778	0.263580084927443	0	0	0	11.02	0	0
chr2L	8740393	8740924	532	*	5.48206405605961	5.23994457849464	5.68932940031972	-0.415138414324585	0.257351897043365	0.264751791846529	33.92	29.46	50	47.21	69.26	38.33
chr3R	8820042	8820344	303	*	4.97204828897932	4.62386441204146	5.25232478949031	-0.54554035880023	0.260383774157658	0.267585878549253	9.89	21.92	42.15	44.07	45.17	25.12
chr3R	23258421	23258611	191	*	4.54442242754376	4.251386036292	4.7878691675617	-0.465508621369041	0.266459105471385	0.273538252800593	14.13	18.5	24.51	34.62	27.1	21.15
chrX	23454574	23455139	566	*	5.50135607736149	6.02956182372387	4.65934525617402	0.937124461179092	0.275800660036942	0.282827428445526	72.07	65.08	58.82	4.72	3.01	68.08
chrY	887526	887916	391	*	0.91402832869106	1.91402832869106	0	0.805802297987616	0.277290265382851	0.284053442587311	11.31	0	0	0	0	0
chr3L	18221559	18221633	75	*	3.86291641603422	3.533376639303	4.13100305683722	-0.541346612959788	0.282399309261436	0.288980649095918	8.48	9.59	16.67	17.31	18.07	17.18
chr2L	12046222	12046578	357	*	5.08032961475485	4.75634912307309	5.34473066481847	-0.522357330767567	0.301814910909298	0.30822047242413	8.48	22.61	50	33.05	51.19	37.67
chrY	2650189	2650653	465	*	0.851914976007926	1.62536399765987	0	0.904252253696602	0.301839096183465	0.30822047242413	1.41	0	7.84	1.57	0	0
chr3R	28544585	28545104	520	*	5.2715854436463	5.02791303483111	5.47998702553605	-0.395583720899205	0.306429993327696	0.312578007977354	33.92	33.57	30.39	62.95	45.17	25.78
chr2R	18307488	18307690	203	*	4.1869158591172	3.91203308571879	4.41771221795014	-0.481655672051741	0.314875871990163	0.320854527787445	9.89	13.7	21.57	20.46	16.56	27.1
chr2R	17813755	17813826	72	*	3.98241007756696	3.68308778113152	4.23017473625629	-0.519381796476353	0.351545685199753	0.357843131615344	14.13	4.8	19.61	18.89	19.57	17.85
chr2R	12173240	12173614	375	*	5.20511065085699	4.82354970269529	5.50657349303658	-0.583920747844861	0.361011555247047	0.367091749861734	2.83	16.44	65.68	42.49	43.66	50.23
chr2L	15385365	15385637	273	*	4.83075963642033	4.61401830603414	5.01915182212146	-0.405741383514658	0.388038085004369	0.394158559531252	32.5	9.59	31.37	29.9	37.64	29.74
chrX	11198399	11198669	271	*	3.1786962403971	2.73548413754218	3.51726871550305	-0.603153716988161	0.415990264400998	0.422107768289248	9.89	6.17	3.92	17.31	15.06	1.98
chr2R	2846343	2846668	326	*	4.7635230262497	4.57811181755542	4.92779650067768	-0.313679739698854	0.430428621120611	0.43630015530169	28.26	19.87	23.53	36.2	34.63	20.49
chrX	2791001	2791078	78	*	0	0.91402832869106	0	0.568917011045182	0.431394420602151	0.436820765515386	5.65	0	0	0	0	0
chr4	662916	663111	196	*	4.86525856565986	4.6882766844189	5.02288241456595	-0.290779498833415	0.439251761723655	0.44431120609953	18.37	24.66	34.31	31.48	37.64	28.42
chr3L	11329047	11329229	183	*	3.75362079914994	3.45107767987499	4.00358565376926	-0.486539122705087	0.466865931320796	0.471749466167248	12.72	3.43	16.67	6.3	28.61	13.22
chr2L	16413831	16414023	193	*	4.50646966784118	4.31968150091011	4.67182279835884	-0.331453780181956	0.473633605392117	0.478087839925585	28.26	13.02	18.63	28.33	31.62	16.52
chrX	8294144	8295975	1832	*	6.71218397820126	5.86799480565848	7.24123150165672	-0.651636065415552	0.485466935191022	0.489520938825185	66.42	13.7	95.09	259.67	194.22	0
chr4	695674	695788	115	*	4.47896103739957	4.3382554227735	4.60715491019628	-0.227528018241635	0.630588010515718	0.635190842709264	21.2	13.02	26.47	31.48	27.1	14.54
chrY	956839	957156	318	*	4.53571698470482	4.9730519678636	3.90509824758432	0.439407759440106	0.633851232371168	0.637812802573488	26.85	43.85	23.53	0	0	44.94
chr3L	20823033	20823745	713	*	3.41635285423067	3.11604590590104	3.66479102216786	-0.327549190305021	0.720510469870253	0.724259223615676	11.31	0	14.7	9.44	28.61	0
chr2R	5121833	5122171	339	*	4.65776234227166	4.5544736736496	4.75414762772202	-0.156557042893023	0.723261439694526	0.726268763768099	18.37	17.81	34.31	36.2	25.59	19.17
chr3R	12425996	12426426	431	*	4.94262293865385	4.8734710547836	5.00861126361519	-0.117292913099224	0.78703908273844	0.789490917887158	18.37	20.55	49.01	33.05	33.12	30.4
chrX	23222163	23222558	396	*	3.46161387496404	3.6507399379485	3.24390016103608	0.0802817363251912	0.914523847975106	0.916421200356797	0	37.68	0	0	0	28.42
chr2R	1521371	1522925	1555	*	5.22830186148709	5.17593523344863	5.27883408753344	-0.0557332468940153	0.952174741958674	0.953161451535834	56.53	20.55	31.37	47.21	69.26	0
chrX	23223318	23223625	308	*	4.19674474686984	4.25174575210508	4.13956350122135	0.039115581693297	0.965527656382857	0.965527656382857	5.65	39.73	11.76	0	0	52.88
chr2R	5108193	5109406	1214	*	6.36558471022304	7.09967460878078	4.7949153298339	0.874706591008918	1	1	121.54	143.87	146.06	0	0	83.28
chr2R	25285710	25286190	481	*	5.46568008071918	5.85195558377436	4.93657647905749	0.340386694172025	1	1	59.36	54.12	59.8	0	0	91.87
chr3L	27069357	27069617	261	*	0	0	0	0	1	1	0	0	0	0	0	0
chrX	71793	72483	691	*	6.49615539573185	6.61352724414063	6.36838219171723	0.0792265795936701	1	1	113.06	99.34	81.36	0	0	247.85
chrX	11197781	11198098	318	*	0	0	0	0	1	1	0	0	0	0	0	0
chrX	22373558	22374074	517	*	0	0	0	0	1	1	0	0	0	0	0	0
chrX	22383067	22383431	365	*	0	0	0	0	1	1	0	0	0	0	0	0
chrX	23212635	23213080	446	*	5.49804820005662	5.92754516978022	4.88372459679176	0.389309150600911	1	1	46.64	64.4	71.56	0	0	88.57
chrX	23354357	23355209	853	*	5.77254615464575	6.43956931376476	4.49398583938819	0.994438961982091	1	1	97.51	88.38	74.5	0	1.51	66.09
